policy,mean,std,count,sigma,impurity,num_dim,stdb
augment,0.7997999999999974,0.0019925687768130723,1000,0.5,-0.68,15,0.2
average,0.7253599999999978,0.0028524036542198344,1000,0.5,-0.68,15,0.2
ensemble,0.7888399999999967,0.0020094507439328436,1000,0.5,-0.68,15,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,15,0.2
default,0.6789599999999995,0.0029860735146735777,1000,1.0,-0.68,15,0.2
augment,0.7814399999999985,0.0021322459691304105,1000,1.0,-0.68,15,0.2
average,0.6511599999999985,0.003067517573554233,1000,1.0,-0.68,15,0.2
ensemble,0.7403199999999978,0.002446115508532056,1000,1.0,-0.68,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.0,-0.6,15,0.2
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,15,0.2
augment,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,15,0.2
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,15,0.2
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.025,-0.6,15,0.2
default,0.8878799999999958,0.0010313919571963745,1000,0.025,-0.6,15,0.2
augment,0.9938400000000016,0.0004807135170613414,1000,0.025,-0.6,15,0.2
average,0.8887199999999953,0.001012811624828323,1000,0.025,-0.6,15,0.2
ensemble,0.8864399999999957,0.0009909128661533821,1000,0.025,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.05,-0.6,15,0.2
default,0.9968000000000011,0.0003479670689606739,1000,0.05,-0.6,15,0.2
augment,0.99992,5.654022282231314e-05,1000,0.05,-0.6,15,0.2
average,0.9985200000000003,0.00023888630489558347,1000,0.05,-0.6,15,0.2
ensemble,0.9978000000000007,0.00028851905178556726,1000,0.05,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.08,-0.6,15,0.2
default,0.9392000000000011,0.0009701036548230825,1000,0.08,-0.6,15,0.2
augment,0.9511600000000026,0.0010078045793059604,1000,0.08,-0.6,15,0.2
average,0.9470800000000041,0.0008208211421176671,1000,0.08,-0.6,15,0.2
ensemble,0.9446800000000036,0.0008715831900956234,1000,0.08,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.1,-0.6,15,0.2
default,0.898359999999996,0.0013922818855565307,1000,0.1,-0.6,15,0.2
augment,0.9332399999999981,0.001338990401494835,1000,0.1,-0.6,15,0.2
average,0.9184799999999982,0.0013069804121706623,1000,0.1,-0.6,15,0.2
ensemble,0.9041199999999974,0.0013743778645316288,1000,0.1,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.3,-0.6,15,0.2
default,0.771519999999998,0.002349640485353109,1000,0.3,-0.6,15,0.2
augment,0.8054399999999963,0.0020333570618415496,1000,0.3,-0.6,15,0.2
average,0.791199999999997,0.0022658539436808595,1000,0.3,-0.6,15,0.2
ensemble,0.8021599999999981,0.001987784114456526,1000,0.3,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.5,-0.6,15,0.2
default,0.6975599999999986,0.0028043378381911654,1000,0.5,-0.6,15,0.2
augment,0.7642399999999967,0.002147238466736521,1000,0.5,-0.6,15,0.2
average,0.7005999999999988,0.002922769676622257,1000,0.5,-0.6,15,0.2
ensemble,0.7516799999999988,0.002265548567192999,1000,0.5,-0.6,15,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.0,-0.6,15,0.2
default,0.6401599999999986,0.0030708638205893487,1000,1.0,-0.6,15,0.2
augment,0.7422799999999973,0.0021929912929172395,1000,1.0,-0.6,15,0.2
average,0.6176799999999989,0.0030532507168491655,1000,1.0,-0.6,15,0.2
ensemble,0.6915999999999989,0.0027006542787875606,1000,1.0,-0.6,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,15,0.2
default,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.52,15,0.2
augment,1.0,0.0,1000,0.0,-0.52,15,0.2
average,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.52,15,0.2
ensemble,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.025,-0.52,15,0.2
default,0.9600400000000122,4.000000000000003e-05,1000,0.025,-0.52,15,0.2
augment,0.9682000000000094,0.0005109021638445311,1000,0.025,-0.52,15,0.2
average,0.9600400000000122,4.000000000000003e-05,1000,0.025,-0.52,15,0.2
ensemble,0.9600400000000122,4.000000000000003e-05,1000,0.025,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.05,-0.52,15,0.2
default,0.9998400000000001,7.987978956394953e-05,1000,0.05,-0.52,15,0.2
augment,1.0,0.0,1000,0.05,-0.52,15,0.2
average,0.9999600000000001,3.99999999999988e-05,1000,0.05,-0.52,15,0.2
ensemble,0.9999600000000001,3.99999999999988e-05,1000,0.05,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.08,-0.52,15,0.2
default,0.9287599999999987,0.0013048237294611689,1000,0.08,-0.52,15,0.2
augment,0.9578400000000012,0.0011592576410264749,1000,0.08,-0.52,15,0.2
average,0.9427200000000006,0.0012343926949416532,1000,0.08,-0.52,15,0.2
ensemble,0.9331599999999998,0.001274848869333003,1000,0.08,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.1,-0.52,15,0.2
default,0.9125599999999946,0.0011800164570203442,1000,0.1,-0.52,15,0.2
augment,0.9359199999999978,0.0012358320601444526,1000,0.1,-0.52,15,0.2
average,0.9267999999999957,0.0010820956200497816,1000,0.1,-0.52,15,0.2
ensemble,0.9191999999999946,0.0010524579172905997,1000,0.1,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.3,-0.52,15,0.2
default,0.7463599999999989,0.002545826316077275,1000,0.3,-0.52,15,0.2
augment,0.7861599999999963,0.0022759689001465764,1000,0.3,-0.52,15,0.2
average,0.7751199999999986,0.0024432263413271668,1000,0.3,-0.52,15,0.2
ensemble,0.7827999999999973,0.002286085340967434,1000,0.3,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,15,0.2
default,0.6720799999999981,0.0029541158407212754,1000,0.5,-0.52,15,0.2
augment,0.7329199999999969,0.0024332271152102064,1000,0.5,-0.52,15,0.2
average,0.6839999999999988,0.002851268091521674,1000,0.5,-0.52,15,0.2
ensemble,0.7155999999999981,0.0024598151740914728,1000,0.5,-0.52,15,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,15,0.2
default,0.6080000000000005,0.0030055004629899874,1000,1.0,-0.52,15,0.2
augment,0.6948799999999982,0.00246687475788113,1000,1.0,-0.52,15,0.2
average,0.5898400000000003,0.0032104643716262503,1000,1.0,-0.52,15,0.2
ensemble,0.6473999999999988,0.0027792380546049263,1000,1.0,-0.52,15,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,20,0.2
default,1.0,0.0,1000,0.0,0.0,20,0.2
augment,1.0,0.0,1000,0.0,0.0,20,0.2
average,1.0,0.0,1000,0.0,0.0,20,0.2
ensemble,1.0,0.0,1000,0.0,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.025,0.0,20,0.2
default,0.9999199999999999,5.6540222822313e-05,1000,0.025,0.0,20,0.2
augment,1.0,0.0,1000,0.025,0.0,20,0.2
average,0.9999600000000001,3.9999999999998906e-05,1000,0.025,0.0,20,0.2
ensemble,0.9999600000000001,3.9999999999998906e-05,1000,0.025,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.05,0.0,20,0.2
default,0.9771200000000047,0.0008209625932888595,1000,0.05,0.0,20,0.2
augment,0.9922800000000023,0.0005335600118883456,1000,0.05,0.0,20,0.2
average,0.9827200000000041,0.0007628784854638262,1000,0.05,0.0,20,0.2
ensemble,0.9806800000000039,0.0007859741442028135,1000,0.05,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.08,0.0,20,0.2
default,0.8910399999999976,0.0017044129263249098,1000,0.08,0.0,20,0.2
augment,0.914399999999998,0.001568662073456451,1000,0.08,0.0,20,0.2
average,0.9148399999999985,0.0015220022637601053,1000,0.08,0.0,20,0.2
ensemble,0.9082799999999975,0.001586303236445649,1000,0.08,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.1,0.0,20,0.2
default,0.8738799999999958,0.0017814935642093469,1000,0.1,0.0,20,0.2
augment,0.9030799999999962,0.0016998244035790883,1000,0.1,0.0,20,0.2
average,0.9029999999999964,0.0016079756172235858,1000,0.1,0.0,20,0.2
ensemble,0.8949199999999972,0.0016490339332205731,1000,0.1,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.3,0.0,20,0.2
default,0.6298399999999991,0.002978060315581816,1000,0.3,0.0,20,0.2
augment,0.6780799999999984,0.002818982131951234,1000,0.3,0.0,20,0.2
average,0.6826399999999981,0.0027394406244587643,1000,0.3,0.0,20,0.2
ensemble,0.666599999999999,0.002774624035529601,1000,0.3,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.5,0.0,20,0.2
default,0.5809999999999997,0.00317481959794246,1000,0.5,0.0,20,0.2
augment,0.6311999999999988,0.003009654135946192,1000,0.5,0.0,20,0.2
average,0.6289199999999986,0.003084468762614972,1000,0.5,0.0,20,0.2
ensemble,0.6134399999999998,0.002968801135168911,1000,0.5,0.0,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,1.0,0.0,20,0.2
default,0.5214399999999999,0.003095465765972596,1000,1.0,0.0,20,0.2
augment,0.5410799999999999,0.0031873802711620534,1000,1.0,0.0,20,0.2
average,0.5325199999999999,0.003319739488313845,1000,1.0,0.0,20,0.2
ensemble,0.5315999999999996,0.0031940635626176964,1000,1.0,0.0,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.0,-0.84,20,0.2
default,1.0,0.0,1000,0.0,-0.84,20,0.2
augment,1.0,0.0,1000,0.0,-0.84,20,0.2
average,1.0,0.0,1000,0.0,-0.84,20,0.2
ensemble,1.0,0.0,1000,0.0,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.025,-0.84,20,0.2
default,0.9600000000000122,3.8638492232688e-16,1000,0.025,-0.84,20,0.2
augment,0.9998400000000002,7.987978956394915e-05,1000,0.025,-0.84,20,0.2
average,0.9600000000000122,3.8638492232688e-16,1000,0.025,-0.84,20,0.2
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.025,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.05,-0.84,20,0.2
default,0.9994000000000001,0.00015382998298012101,1000,0.05,-0.84,20,0.2
augment,1.0,0.0,1000,0.05,-0.84,20,0.2
average,0.9997600000000001,9.773408797319421e-05,1000,0.05,-0.84,20,0.2
ensemble,0.99968,0.00011274001202018051,1000,0.05,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.08,-0.84,20,0.2
default,0.9568000000000042,0.0007652094782120409,1000,0.08,-0.84,20,0.2
augment,0.9944400000000022,0.0004414536003718664,1000,0.08,-0.84,20,0.2
average,0.967040000000006,0.0007791312119569142,1000,0.08,-0.84,20,0.2
ensemble,0.9569200000000044,0.0007688333400059536,1000,0.08,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.1,-0.84,20,0.2
default,0.942159999999997,0.0007148744263473388,1000,0.1,-0.84,20,0.2
augment,0.9767600000000045,0.0007545009421277616,1000,0.1,-0.84,20,0.2
average,0.9512400000000019,0.0007237307414958858,1000,0.1,-0.84,20,0.2
ensemble,0.9415199999999975,0.0006914967590435756,1000,0.1,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.3,-0.84,20,0.2
default,0.9035599999999935,0.0013225261719434806,1000,0.3,-0.84,20,0.2
augment,0.9093599999999966,0.0014765400673773016,1000,0.3,-0.84,20,0.2
average,0.9107999999999968,0.001488346456701259,1000,0.3,-0.84,20,0.2
ensemble,0.9203199999999914,0.0008043286296934514,1000,0.3,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,0.5,-0.84,20,0.2
default,0.8532799999999958,0.001967005518729102,1000,0.5,-0.84,20,0.2
augment,0.8675199999999946,0.0018051892721563355,1000,0.5,-0.84,20,0.2
average,0.8340799999999962,0.002136520142268332,1000,0.5,-0.84,20,0.2
ensemble,0.8993999999999917,0.0011500272007924773,1000,0.5,-0.84,20,0.2
plurality,0.9199999999999847,4.847374480100859e-16,1000,1.0,-0.84,20,0.2
default,0.7756399999999987,0.002827611321554964,1000,1.0,-0.84,20,0.2
augment,0.8321599999999958,0.0022295078167849165,1000,1.0,-0.84,20,0.2
average,0.7514799999999986,0.0027359266976465096,1000,1.0,-0.84,20,0.2
ensemble,0.8507199999999969,0.001921867626860699,1000,1.0,-0.84,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.0,-0.76,20,0.2
default,1.0,0.0,1000,0.0,-0.76,20,0.2
augment,1.0,0.0,1000,0.0,-0.76,20,0.2
average,1.0,0.0,1000,0.0,-0.76,20,0.2
ensemble,1.0,0.0,1000,0.0,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.025,-0.76,20,0.2
default,1.0,0.0,1000,0.025,-0.76,20,0.2
augment,1.0,0.0,1000,0.025,-0.76,20,0.2
average,1.0,0.0,1000,0.025,-0.76,20,0.2
ensemble,1.0,0.0,1000,0.025,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.05,-0.76,20,0.2
default,0.9858000000000038,0.000668436090293459,1000,0.05,-0.76,20,0.2
augment,0.9994000000000003,0.00015382998298012118,1000,0.05,-0.76,20,0.2
average,0.9918400000000026,0.0005223861476793621,1000,0.05,-0.76,20,0.2
ensemble,0.9886800000000032,0.0006028441100492046,1000,0.05,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.08,-0.76,20,0.2
default,0.966800000000005,0.0007792093217917565,1000,0.08,-0.76,20,0.2
augment,0.9937600000000016,0.00047967957272797626,1000,0.08,-0.76,20,0.2
average,0.9754800000000055,0.0007478829647270552,1000,0.08,-0.76,20,0.2
ensemble,0.9681600000000059,0.0007555032661644742,1000,0.08,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.1,-0.76,20,0.2
default,0.953320000000002,0.0009360843198418959,1000,0.1,-0.76,20,0.2
augment,0.9825600000000031,0.0007613317450533845,1000,0.1,-0.76,20,0.2
average,0.9667200000000042,0.0008820542044679731,1000,0.1,-0.76,20,0.2
ensemble,0.9534400000000023,0.0009394940388576533,1000,0.1,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.3,-0.76,20,0.2
default,0.8555999999999968,0.0017268532138030735,1000,0.3,-0.76,20,0.2
augment,0.8747199999999968,0.001693454867833626,1000,0.3,-0.76,20,0.2
average,0.8718399999999951,0.0018402175960469417,1000,0.3,-0.76,20,0.2
ensemble,0.8848399999999956,0.001323906011440061,1000,0.3,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,0.5,-0.76,20,0.2
default,0.7949599999999974,0.0023932250052859515,1000,0.5,-0.76,20,0.2
augment,0.8253999999999978,0.00196700511161234,1000,0.5,-0.76,20,0.2
average,0.7887199999999976,0.0024936278350587517,1000,0.5,-0.76,20,0.2
ensemble,0.8471599999999958,0.0016359127759787862,1000,0.5,-0.76,20,0.2
plurality,0.8799999999999959,1.2996583750995055e-16,1000,1.0,-0.76,20,0.2
default,0.7073599999999989,0.0030431383621339096,1000,1.0,-0.76,20,0.2
augment,0.789119999999997,0.002328744006680136,1000,1.0,-0.76,20,0.2
average,0.687399999999998,0.00304277808893427,1000,1.0,-0.76,20,0.2
ensemble,0.7792799999999983,0.0023695350379971864,1000,1.0,-0.76,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.0,-0.68,20,0.2
default,1.0,0.0,1000,0.0,-0.68,20,0.2
augment,1.0,0.0,1000,0.0,-0.68,20,0.2
average,1.0,0.0,1000,0.0,-0.68,20,0.2
ensemble,1.0,0.0,1000,0.0,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.025,-0.68,20,0.2
default,0.9978400000000011,0.0002860353408518186,1000,0.025,-0.68,20,0.2
augment,1.0,0.0,1000,0.025,-0.68,20,0.2
average,0.9985600000000007,0.00023575831264662335,1000,0.025,-0.68,20,0.2
ensemble,0.9980000000000007,0.00027581891899591826,1000,0.025,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.05,-0.68,20,0.2
default,0.9972800000000009,0.00032358353837349,1000,0.05,-0.68,20,0.2
augment,0.99992,5.654022282231314e-05,1000,0.05,-0.68,20,0.2
average,0.9990400000000005,0.00019369025766908382,1000,0.05,-0.68,20,0.2
ensemble,0.9980800000000007,0.00027053056534666396,1000,0.05,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.08,-0.68,20,0.2
default,0.9351999999999989,0.0009122456863105375,1000,0.08,-0.68,20,0.2
augment,0.9646400000000038,0.0009024881632934983,1000,0.08,-0.68,20,0.2
average,0.9450800000000006,0.0008002712252942952,1000,0.08,-0.68,20,0.2
ensemble,0.9388399999999989,0.0008538052373834319,1000,0.08,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.1,-0.68,20,0.2
default,0.9814000000000033,0.0007809288378910359,1000,0.1,-0.68,20,0.2
augment,0.9910000000000017,0.0005832153462831261,1000,0.1,-0.68,20,0.2
average,0.9891600000000027,0.0006194175312970079,1000,0.1,-0.68,20,0.2
ensemble,0.9857200000000028,0.0006995505492607272,1000,0.1,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.3,-0.68,20,0.2
default,0.8295599999999974,0.0020604980106886986,1000,0.3,-0.68,20,0.2
augment,0.8590399999999959,0.001972554021914074,1000,0.3,-0.68,20,0.2
average,0.8576799999999972,0.002062734222451473,1000,0.3,-0.68,20,0.2
ensemble,0.8641999999999965,0.0017124521869215886,1000,0.3,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,0.5,-0.68,20,0.2
default,0.733599999999998,0.0028333492315399233,1000,0.5,-0.68,20,0.2
augment,0.7807199999999977,0.002286987518967236,1000,0.5,-0.68,20,0.2
average,0.7265999999999988,0.002749399788899224,1000,0.5,-0.68,20,0.2
ensemble,0.7888399999999977,0.001956139279519948,1000,0.5,-0.68,20,0.2
plurality,0.8400000000000056,1.7914210035155348e-16,1000,1.0,-0.68,20,0.2
default,0.6617599999999983,0.0030958175796526642,1000,1.0,-0.68,20,0.2
augment,0.7496799999999963,0.0024913659916809667,1000,1.0,-0.68,20,0.2
average,0.644319999999999,0.003013040991426437,1000,1.0,-0.68,20,0.2
ensemble,0.7238399999999989,0.0026770919336513597,1000,1.0,-0.68,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.0,-0.6,20,0.2
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,20,0.2
augment,1.0,0.0,1000,0.0,-0.6,20,0.2
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,20,0.2
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.025,-0.6,20,0.2
default,0.9784400000000046,0.000755603955347868,1000,0.025,-0.6,20,0.2
augment,1.0,0.0,1000,0.025,-0.6,20,0.2
average,0.9814800000000036,0.0007342674912787174,1000,0.025,-0.6,20,0.2
ensemble,0.9791200000000038,0.0007481880681923367,1000,0.025,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.05,-0.6,20,0.2
default,0.9736800000000051,0.0008404546174327098,1000,0.05,-0.6,20,0.2
augment,0.9930400000000018,0.000492951723195489,1000,0.05,-0.6,20,0.2
average,0.9788400000000034,0.0007751485375431372,1000,0.05,-0.6,20,0.2
ensemble,0.9759200000000042,0.0008197716911589604,1000,0.05,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.08,-0.6,20,0.2
default,0.9760800000000037,0.0008455463018359996,1000,0.08,-0.6,20,0.2
augment,0.9903200000000022,0.0006088253183535202,1000,0.08,-0.6,20,0.2
average,0.985600000000003,0.000693628950607692,1000,0.08,-0.6,20,0.2
ensemble,0.980520000000003,0.0007942042308879698,1000,0.08,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.1,-0.6,20,0.2
default,0.9020399999999955,0.0013293628570129447,1000,0.1,-0.6,20,0.2
augment,0.9346799999999976,0.0013287072902122042,1000,0.1,-0.6,20,0.2
average,0.9240399999999958,0.0012609791705133204,1000,0.1,-0.6,20,0.2
ensemble,0.9092399999999959,0.0013432895543503654,1000,0.1,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.3,-0.6,20,0.2
default,0.7801599999999966,0.002366257292344509,1000,0.3,-0.6,20,0.2
augment,0.8141999999999981,0.0021592179654268896,1000,0.3,-0.6,20,0.2
average,0.8081999999999973,0.0022972238108719977,1000,0.3,-0.6,20,0.2
ensemble,0.8202799999999965,0.0019342344384440198,1000,0.3,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,0.5,-0.6,20,0.2
default,0.6824399999999989,0.0027793832717657543,1000,0.5,-0.6,20,0.2
augment,0.7381999999999982,0.002468938163594957,1000,0.5,-0.6,20,0.2
average,0.6836799999999998,0.002756892826726857,1000,0.5,-0.6,20,0.2
ensemble,0.7360799999999973,0.0023670734328779643,1000,0.5,-0.6,20,0.2
plurality,0.7999999999999887,3.5828420070310695e-16,1000,1.0,-0.6,20,0.2
default,0.62928,0.0030108714597184257,1000,1.0,-0.6,20,0.2
augment,0.7061599999999982,0.0024986992411848773,1000,1.0,-0.6,20,0.2
average,0.6091200000000003,0.003135898509113372,1000,1.0,-0.6,20,0.2
ensemble,0.6731599999999994,0.0028116044386647786,1000,1.0,-0.6,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.0,-0.52,20,0.2
default,1.0,0.0,1000,0.0,-0.52,20,0.2
augment,1.0,0.0,1000,0.0,-0.52,20,0.2
average,1.0,0.0,1000,0.0,-0.52,20,0.2
ensemble,1.0,0.0,1000,0.0,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.025,-0.52,20,0.2
default,0.9987600000000004,0.00021934108258716732,1000,0.025,-0.52,20,0.2
augment,1.0,0.0,1000,0.025,-0.52,20,0.2
average,0.9993600000000001,0.00015879425561277652,1000,0.025,-0.52,20,0.2
ensemble,0.9991600000000003,0.00018145888605226184,1000,0.025,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.05,-0.52,20,0.2
default,0.9971600000000007,0.0003299139937063042,1000,0.05,-0.52,20,0.2
augment,1.0,0.0,1000,0.05,-0.52,20,0.2
average,0.9989200000000003,0.0002051235619710135,1000,0.05,-0.52,20,0.2
ensemble,0.9981600000000003,0.0002651125886952253,1000,0.05,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.08,-0.52,20,0.2
default,0.9308399999999937,0.0009534166997716191,1000,0.08,-0.52,20,0.2
augment,0.9604800000000019,0.000948614499925789,1000,0.08,-0.52,20,0.2
average,0.9400799999999959,0.0008876832664760446,1000,0.08,-0.52,20,0.2
ensemble,0.934439999999993,0.0008571003564466805,1000,0.08,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.1,-0.52,20,0.2
default,0.9400399999999999,0.0013618564730003852,1000,0.1,-0.52,20,0.2
augment,0.9622400000000012,0.0011125736920403193,1000,0.1,-0.52,20,0.2
average,0.9597200000000007,0.001125516942737156,1000,0.1,-0.52,20,0.2
ensemble,0.9519999999999998,0.0012399748132674072,1000,0.1,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.3,-0.52,20,0.2
default,0.7179599999999977,0.002632331204002936,1000,0.3,-0.52,20,0.2
augment,0.7597599999999984,0.0023451742456035616,1000,0.3,-0.52,20,0.2
average,0.7499599999999986,0.0025209429889534577,1000,0.3,-0.52,20,0.2
ensemble,0.761519999999998,0.002281687028427811,1000,0.3,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,0.5,-0.52,20,0.2
default,0.6693999999999989,0.0028615779962511303,1000,0.5,-0.52,20,0.2
augment,0.7192799999999981,0.002547385084899959,1000,0.5,-0.52,20,0.2
average,0.6831199999999988,0.0029140276520920653,1000,0.5,-0.52,20,0.2
ensemble,0.7110399999999981,0.002546173874934967,1000,0.5,-0.52,20,0.2
plurality,0.7599999999999928,2.2831836319315643e-16,1000,1.0,-0.52,20,0.2
default,0.5942400000000001,0.0031823497214715007,1000,1.0,-0.52,20,0.2
augment,0.6659199999999987,0.0026792782856829445,1000,1.0,-0.52,20,0.2
average,0.588920000000001,0.0031770626886052033,1000,1.0,-0.52,20,0.2
ensemble,0.6366399999999997,0.0028318067606264213,1000,1.0,-0.52,20,0.2
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.0,0.0,2,0.6
default,0.9600000000000122,3.8638492232688e-16,1000,0.0,0.0,2,0.6
augment,1.0,0.0,1000,0.0,0.0,2,0.6
average,0.9600000000000122,3.8638492232688e-16,1000,0.0,0.0,2,0.6
ensemble,0.9600000000000122,3.8638492232688e-16,1000,0.0,0.0,2,0.6
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.025,0.0,2,0.6
default,0.9248799999999878,0.000433097186752778,1000,0.025,0.0,2,0.6
augment,0.9521600000000001,0.0009416055549013121,1000,0.025,0.0,2,0.6
average,0.9243599999999874,0.00041031543811896474,1000,0.025,0.0,2,0.6
ensemble,0.9244399999999874,0.0004133488324130805,1000,0.025,0.0,2,0.6
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.05,0.0,2,0.6
default,0.9765600000000036,0.0008551594574684244,1000,0.05,0.0,2,0.6
augment,0.9832000000000034,0.0007504153004324442,1000,0.05,0.0,2,0.6
average,0.9771600000000045,0.0008230503094050853,1000,0.05,0.0,2,0.6
ensemble,0.9770400000000045,0.0008303781836777295,1000,0.05,0.0,2,0.6
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.08,0.0,2,0.6
default,0.9258399999999973,0.001236536866989173,1000,0.08,0.0,2,0.6
augment,0.9308399999999988,0.0012319139629097518,1000,0.08,0.0,2,0.6
average,0.9286799999999968,0.0012269323383801477,1000,0.08,0.0,2,0.6
ensemble,0.9271199999999973,0.0012180267604569256,1000,0.08,0.0,2,0.6
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.1,0.0,2,0.6
default,0.9649600000000048,0.0008362402153076026,1000,0.1,0.0,2,0.6
augment,0.9747600000000035,0.0008516264836579843,1000,0.1,0.0,2,0.6
average,0.9667600000000047,0.0008398855920944268,1000,0.1,0.0,2,0.6
ensemble,0.9653600000000049,0.0008375989326473398,1000,0.1,0.0,2,0.6
plurality,0.5199999999999929,2.2480577299018473e-16,1000,0.3,0.0,2,0.6
default,0.8098399999999951,0.002183011667385209,1000,0.3,0.0,2,0.6
augment,0.815759999999996,0.002207554233919454,1000,0.3,0.0,2,0.6
